ticket_id,customer_id,created_date,category,priority,resolution_days
TKT-018771,CUST-05794,2025-11-14,Technical Bug,Low,1
TKT-018772,CUST-05400,2026-06-17,Billing,Medium,2
TKT-018773,CUST-09822,2026-04-17,Feature Request,Low,2
TKT-018774,CUST-02240,2026-02-09,Billing,Low,4
TKT-018775,CUST-01461,2025-11-01,Technical Bug,High,0
TKT-018776,CUST-00826,2025-07-01,Billing,Medium,2
TKT-018777,CUST-10062,2025-08-23,Feature Request,Low,3
TKT-018778,CUST-05659,2026-02-15,Billing,High,0
TKT-018779,CUST-06742,2025-08-29,Technical Bug,Low,2
TKT-018780,CUST-03193,2025-09-24,Technical Bug,High,1
TKT-018781,CUST-03737,2025-12-19,Onboarding,Low,0
TKT-018782,CUST-10627,2026-06-06,Technical Bug,Low,1
TKT-018783,CUST-02006,2025-12-18,Billing,Medium,3
TKT-018784,CUST-00547,2025-07-05,Feature Request,Urgent,3
TKT-018785,CUST-07525,2025-12-04,Feature Request,Medium,1
TKT-018786,CUST-01188,2026-03-29,Feature Request,Medium,2
TKT-018787,CUST-06316,2025-07-30,Billing,Low,2
TKT-018788,CUST-04969,2025-10-30,Feature Request,Medium,0
TKT-018789,CUST-03935,2026-04-17,Feature Request,Low,0
TKT-018790,CUST-02514,2025-11-27,Feature Request,High,0
TKT-018791,CUST-10920,2025-11-29,Technical Bug,Low,1
TKT-018792,CUST-05470,2025-12-02,Billing,High,0
TKT-018793,CUST-03981,2025-07-16,Onboarding,Low,4
TKT-018794,CUST-11948,2025-10-28,Feature Request,Low,0
TKT-018795,CUST-04865,2026-06-24,Feature Request,Medium,1
TKT-018796,CUST-01054,2026-06-16,Onboarding,Medium,2
TKT-018797,CUST-05616,2026-06-21,Technical Bug,High,1
TKT-018798,CUST-08094,2025-07-03,Billing,Low,3
TKT-018799,CUST-01869,2025-08-30,Onboarding,Medium,2
TKT-018800,CUST-00290,2025-12-04,Feature Request,Medium,3
TKT-018801,CUST-05849,2025-12-18,Billing,Low,1
TKT-018802,CUST-07956,2025-07-11,Technical Bug,Low,5
TKT-018803,CUST-04239,2025-12-08,Billing,High,6
TKT-018804,CUST-06992,2025-10-22,Billing,Low,4
TKT-018805,CUST-09401,2026-05-03,Billing,Low,0
TKT-018806,CUST-02590,2025-08-05,Onboarding,High,0
TKT-018807,CUST-00884,2026-04-19,Feature Request,Low,0
TKT-018808,CUST-09533,2025-12-30,Billing,Low,0
TKT-018809,CUST-02396,2025-07-12,Technical Bug,Low,1
TKT-018810,CUST-06428,2026-01-31,Technical Bug,Medium,4
TKT-018811,CUST-08560,2025-07-11,Feature Request,High,3
TKT-018812,CUST-11139,2026-01-08,Feature Request,Low,5
TKT-018813,CUST-04963,2026-04-03,Billing,Medium,2
TKT-018814,CUST-02350,2025-09-07,Billing,High,0
TKT-018815,CUST-04663,2026-03-26,Feature Request,Medium,0
TKT-018816,CUST-04830,2025-12-15,Onboarding,Urgent,1
TKT-018817,CUST-04735,2026-01-20,Billing,Low,4
TKT-018818,CUST-02854,2026-06-03,Billing,Low,0
TKT-018819,CUST-10188,2025-08-12,Feature Request,Low,0
TKT-018820,CUST-10550,2026-05-19,Technical Bug,Low,0
TKT-018821,CUST-05951,2026-04-29,Technical Bug,High,2
TKT-018822,CUST-10739,2025-11-19,Billing,Medium,1
TKT-018823,CUST-02460,2025-08-15,Technical Bug,Medium,0
TKT-018824,CUST-04731,2025-09-15,Feature Request,Low,5
TKT-018825,CUST-04667,2026-04-20,Technical Bug,Medium,0
TKT-018826,CUST-11509,2026-04-06,Feature Request,Low,5
TKT-018827,CUST-08583,2025-08-13,Technical Bug,Medium,1
TKT-018828,CUST-11511,2025-08-25,Onboarding,Urgent,3
TKT-018829,CUST-06813,2026-05-15,Feature Request,Medium,1
TKT-018830,CUST-01486,2025-10-09,Feature Request,Medium,7
TKT-018831,CUST-10808,2025-07-28,Billing,Medium,0
TKT-018832,CUST-02941,2026-05-08,Technical Bug,High,2
TKT-018833,CUST-10667,2025-07-09,Feature Request,Low,2
TKT-018834,CUST-09224,2025-07-11,Technical Bug,Low,3
TKT-018835,CUST-05645,2026-03-30,Onboarding,Medium,8
TKT-018836,CUST-00734,2025-07-12,Billing,Medium,0
TKT-018837,CUST-01574,2026-04-30,Billing,Low,4
TKT-018838,CUST-08752,2025-12-17,Feature Request,Low,1
TKT-018839,CUST-05971,2026-01-03,Onboarding,Medium,0
TKT-018840,CUST-04125,2026-01-12,Feature Request,Medium,4
TKT-018841,CUST-04104,2025-12-08,Onboarding,Medium,3
TKT-018842,CUST-02739,2026-03-12,Technical Bug,Medium,1
TKT-018843,CUST-09098,2025-12-30,Feature Request,High,0
TKT-018844,CUST-10272,2025-11-20,Onboarding,Low,1
TKT-018845,CUST-00666,2025-09-14,Technical Bug,Low,1
TKT-018846,CUST-03020,2025-10-02,Technical Bug,Low,0
TKT-018847,CUST-06290,2026-01-31,Billing,Low,5
TKT-018848,CUST-06384,2026-01-24,Feature Request,Medium,0
TKT-018849,CUST-07053,2025-11-03,Technical Bug,Medium,1
TKT-018850,CUST-09759,2026-02-28,Onboarding,High,3
TKT-018851,CUST-03518,2026-06-20,Onboarding,Low,0
TKT-018852,CUST-09202,2025-08-02,Onboarding,Low,2
TKT-018853,CUST-00444,2026-06-20,Feature Request,Low,0
TKT-018854,CUST-01673,2025-08-22,Technical Bug,Low,0
TKT-018855,CUST-11834,2025-11-08,Feature Request,Low,6
TKT-018856,CUST-05468,2025-10-19,Feature Request,Low,2
TKT-018857,CUST-10731,2025-07-11,Billing,Medium,4
TKT-018858,CUST-09340,2026-05-22,Billing,Medium,0
TKT-018859,CUST-08489,2025-12-03,Feature Request,Medium,2
TKT-018860,CUST-08391,2025-09-25,Feature Request,Medium,3
TKT-018861,CUST-05162,2025-11-29,Feature Request,Medium,1
TKT-018862,CUST-03136,2026-06-03,Onboarding,Medium,3
TKT-018863,CUST-08121,2026-05-08,Feature Request,Medium,0
TKT-018864,CUST-04757,2025-12-06,Feature Request,Medium,1
TKT-018865,CUST-00219,2026-06-24,Onboarding,Low,3
TKT-018866,CUST-08084,2026-02-26,Feature Request,Low,0
TKT-018867,CUST-00609,2025-11-13,Billing,Low,0
TKT-018868,CUST-10500,2025-06-28,Onboarding,Low,3
TKT-018869,CUST-07705,2026-06-24,Billing,Low,0
TKT-018870,CUST-09169,2025-07-23,Feature Request,Low,0
TKT-018871,CUST-11970,2026-02-19,Onboarding,Low,6
TKT-018872,CUST-01402,2025-09-08,Billing,Medium,2
TKT-018873,CUST-08961,2026-01-06,Onboarding,Medium,0
TKT-018874,CUST-06363,2025-08-25,Feature Request,Urgent,1
TKT-018875,CUST-08798,2026-02-14,Technical Bug,Low,1
TKT-018876,CUST-03687,2025-12-17,Billing,Medium,2
TKT-018877,CUST-02319,2025-11-15,Technical Bug,Medium,1
TKT-018878,CUST-02859,2025-09-04,Onboarding,Low,5
TKT-018879,CUST-07681,2026-05-28,Technical Bug,Low,0
TKT-018880,CUST-06712,2025-10-14,Onboarding,Medium,2
TKT-018881,CUST-02731,2026-05-29,Feature Request,Low,4
TKT-018882,CUST-06044,2025-07-05,Technical Bug,Medium,3
TKT-018883,CUST-09949,2025-11-06,Technical Bug,Urgent,0
TKT-018884,CUST-08354,2025-12-16,Technical Bug,Medium,2
TKT-018885,CUST-07378,2026-02-10,Onboarding,Medium,1
TKT-018886,CUST-04667,2026-06-21,Onboarding,Medium,0
TKT-018887,CUST-04807,2025-12-09,Onboarding,Low,0
TKT-018888,CUST-06032,2026-05-08,Feature Request,High,0
TKT-018889,CUST-10693,2025-07-28,Onboarding,Low,1
TKT-018890,CUST-03732,2026-04-09,Technical Bug,Medium,0
TKT-018891,CUST-07454,2026-05-17,Onboarding,Medium,0
TKT-018892,CUST-11897,2026-06-20,Technical Bug,Urgent,0
TKT-018893,CUST-01315,2025-08-15,Technical Bug,Medium,6
TKT-018894,CUST-02486,2025-07-15,Billing,Medium,0
TKT-018895,CUST-05067,2025-11-18,Technical Bug,Medium,2
TKT-018896,CUST-04686,2025-08-26,Feature Request,Low,1
TKT-018897,CUST-05132,2026-01-22,Feature Request,Low,0
TKT-018898,CUST-00095,2025-11-08,Feature Request,Medium,0
TKT-018899,CUST-05300,2026-04-06,Feature Request,Medium,0
TKT-018900,CUST-03175,2025-11-24,Feature Request,High,0
TKT-018901,CUST-08993,2025-12-22,Feature Request,Low,2
TKT-018902,CUST-05678,2026-03-22,Technical Bug,Medium,0
TKT-018903,CUST-09593,2025-10-29,Onboarding,Low,0
TKT-018904,CUST-07339,2025-12-19,Onboarding,Medium,1
TKT-018905,CUST-02435,2025-08-21,Technical Bug,Medium,5
TKT-018906,CUST-11973,2025-07-08,Billing,Low,1
TKT-018907,CUST-04586,2026-04-06,Feature Request,Low,2
TKT-018908,CUST-02913,2025-06-27,Feature Request,Medium,0
TKT-018909,CUST-04357,2026-06-04,Billing,Urgent,0
TKT-018910,CUST-10367,2025-06-27,Technical Bug,Low,0
TKT-018911,CUST-11328,2026-04-10,Billing,Medium,3
TKT-018912,CUST-03181,2025-10-12,Technical Bug,Low,4
TKT-018913,CUST-07771,2026-03-28,Technical Bug,Low,3
TKT-018914,CUST-02998,2026-01-25,Feature Request,Medium,1
TKT-018915,CUST-10049,2025-12-24,Technical Bug,High,2
TKT-018916,CUST-04205,2026-01-31,Feature Request,Low,1
TKT-018917,CUST-02495,2026-05-22,Billing,Medium,7
TKT-018918,CUST-01455,2025-07-09,Feature Request,High,1
TKT-018919,CUST-01579,2025-09-11,Billing,Medium,0
TKT-018920,CUST-01954,2025-07-12,Feature Request,Low,0
TKT-018921,CUST-02468,2025-12-22,Technical Bug,Low,0
TKT-018922,CUST-05588,2025-07-19,Onboarding,Medium,0
TKT-018923,CUST-05617,2026-04-13,Feature Request,Medium,3
TKT-018924,CUST-06925,2026-06-08,Billing,High,7
TKT-018925,CUST-06617,2025-07-20,Onboarding,Low,3
TKT-018926,CUST-06801,2026-02-13,Onboarding,Urgent,6
TKT-018927,CUST-06522,2025-07-15,Onboarding,Low,2
TKT-018928,CUST-10863,2025-10-13,Technical Bug,High,3
TKT-018929,CUST-03558,2025-10-18,Technical Bug,Medium,5
TKT-018930,CUST-01388,2026-06-21,Feature Request,Medium,1
TKT-018931,CUST-00979,2025-08-30,Feature Request,High,0
TKT-018932,CUST-04505,2025-07-16,Onboarding,Medium,0
TKT-018933,CUST-11835,2026-02-06,Billing,High,0
TKT-018934,CUST-11387,2025-08-12,Billing,Medium,6
TKT-018935,CUST-02572,2025-10-11,Technical Bug,High,0
TKT-018936,CUST-03863,2025-10-09,Feature Request,Low,0
TKT-018937,CUST-06033,2025-12-23,Feature Request,Urgent,0
TKT-018938,CUST-02144,2026-03-08,Billing,Low,7
TKT-018939,CUST-10896,2025-08-15,Technical Bug,Low,3
TKT-018940,CUST-08722,2026-02-25,Technical Bug,Medium,1
TKT-018941,CUST-02363,2026-01-26,Billing,Medium,0
TKT-018942,CUST-01025,2026-04-24,Onboarding,High,2
TKT-018943,CUST-05900,2025-08-27,Billing,Low,3
TKT-018944,CUST-00712,2025-10-29,Onboarding,Medium,0
TKT-018945,CUST-08253,2025-10-11,Billing,Medium,2
TKT-018946,CUST-07433,2025-09-14,Technical Bug,Low,3
TKT-018947,CUST-07254,2025-09-24,Feature Request,High,0
TKT-018948,CUST-03598,2025-12-13,Billing,Urgent,2
TKT-018949,CUST-08408,2025-11-11,Onboarding,Low,0
TKT-018950,CUST-04806,2026-01-09,Onboarding,Low,0
TKT-018951,CUST-06314,2025-08-21,Feature Request,High,0
TKT-018952,CUST-10207,2026-04-25,Onboarding,Low,0
TKT-018953,CUST-10442,2025-10-20,Onboarding,Low,10
TKT-018954,CUST-08886,2026-04-28,Technical Bug,Low,1
TKT-018955,CUST-09076,2026-04-23,Billing,Low,0
TKT-018956,CUST-10710,2025-07-25,Feature Request,Low,0
TKT-018957,CUST-09445,2025-10-21,Technical Bug,Low,3
TKT-018958,CUST-11254,2025-08-12,Feature Request,High,0
TKT-018959,CUST-07740,2026-05-31,Billing,Medium,2
TKT-018960,CUST-06949,2026-01-19,Feature Request,Medium,0
TKT-018961,CUST-04893,2025-07-16,Billing,Low,2
TKT-018962,CUST-10772,2026-01-18,Billing,High,3
TKT-018963,CUST-02722,2025-07-09,Feature Request,Low,7
TKT-018964,CUST-03863,2026-02-10,Onboarding,Medium,6
TKT-018965,CUST-01004,2025-07-04,Technical Bug,Low,1
TKT-018966,CUST-06579,2026-02-26,Feature Request,Low,3
TKT-018967,CUST-10895,2026-04-12,Technical Bug,Low,3
TKT-018968,CUST-11351,2025-08-12,Technical Bug,Medium,0
TKT-018969,CUST-07357,2026-03-31,Feature Request,Medium,0
TKT-018970,CUST-04589,2025-12-04,Billing,Low,2
TKT-018971,CUST-10206,2025-08-24,Onboarding,Low,1
TKT-018972,CUST-05051,2025-12-27,Billing,Medium,1
TKT-018973,CUST-01167,2025-11-22,Onboarding,Low,3
TKT-018974,CUST-02335,2025-10-12,Feature Request,Medium,2
TKT-018975,CUST-02827,2026-04-12,Feature Request,Urgent,4
TKT-018976,CUST-04955,2025-07-24,Billing,High,12
TKT-018977,CUST-02591,2025-08-01,Technical Bug,Low,5
TKT-018978,CUST-11581,2026-02-03,Onboarding,High,0
TKT-018979,CUST-09224,2025-08-23,Technical Bug,Low,4
TKT-018980,CUST-02492,2025-10-18,Feature Request,Medium,1
TKT-018981,CUST-02134,2026-04-04,Billing,High,0
TKT-018982,CUST-06575,2026-02-16,Onboarding,Medium,0
TKT-018983,CUST-07235,2026-05-29,Onboarding,Medium,0
TKT-018984,CUST-00073,2025-09-01,Billing,Low,2
TKT-018985,CUST-05658,2025-09-01,Technical Bug,High,0
TKT-018986,CUST-08467,2025-07-24,Technical Bug,Low,0
TKT-018987,CUST-10868,2026-02-23,Billing,Low,1
TKT-018988,CUST-01056,2026-01-11,Technical Bug,Medium,0
TKT-018989,CUST-01169,2025-07-16,Technical Bug,High,1
TKT-018990,CUST-10030,2025-09-17,Onboarding,Medium,6
TKT-018991,CUST-01269,2026-05-10,Feature Request,Low,2
TKT-018992,CUST-02512,2025-06-26,Onboarding,Low,5
TKT-018993,CUST-07489,2025-10-24,Onboarding,Low,0
TKT-018994,CUST-06115,2025-12-15,Billing,Medium,1
TKT-018995,CUST-06038,2025-10-26,Onboarding,Low,4
TKT-018996,CUST-05771,2026-02-02,Billing,Medium,1
TKT-018997,CUST-09247,2026-03-02,Billing,Low,0
TKT-018998,CUST-10993,2025-07-16,Billing,Low,0
TKT-018999,CUST-06782,2025-12-01,Billing,Medium,2
TKT-019000,CUST-10502,2025-12-03,Billing,Low,1
TKT-019001,CUST-00681,2026-04-26,Onboarding,Low,0
TKT-019002,CUST-07569,2025-09-16,Billing,Low,1
TKT-019003,CUST-07258,2025-10-28,Technical Bug,Low,0
TKT-019004,CUST-04193,2026-02-04,Onboarding,Low,0
TKT-019005,CUST-00041,2025-12-27,Onboarding,Medium,0
TKT-019006,CUST-02119,2025-10-29,Feature Request,Medium,0
TKT-019007,CUST-09727,2025-07-16,Technical Bug,Low,0
TKT-019008,CUST-07436,2026-04-05,Onboarding,Low,0
TKT-019009,CUST-03711,2026-04-11,Technical Bug,High,0
TKT-019010,CUST-02420,2026-02-15,Onboarding,High,0
TKT-019011,CUST-09430,2025-11-14,Onboarding,Medium,0
TKT-019012,CUST-01153,2026-05-22,Onboarding,Medium,1
TKT-019013,CUST-03279,2025-09-20,Billing,Low,1
TKT-019014,CUST-09996,2025-07-30,Feature Request,Low,1
TKT-019015,CUST-08456,2025-10-04,Onboarding,Medium,1
TKT-019016,CUST-01896,2026-04-22,Billing,Medium,0
TKT-019017,CUST-08005,2025-10-22,Technical Bug,Medium,0
TKT-019018,CUST-06607,2026-06-12,Feature Request,High,3
TKT-019019,CUST-11544,2026-03-25,Technical Bug,High,0
TKT-019020,CUST-08925,2026-04-14,Billing,High,1
TKT-019021,CUST-11284,2025-07-04,Technical Bug,Medium,0
TKT-019022,CUST-02995,2025-11-04,Billing,Low,1
TKT-019023,CUST-05476,2025-10-11,Onboarding,Low,5
TKT-019024,CUST-10628,2026-03-07,Onboarding,Low,1
TKT-019025,CUST-11639,2025-09-29,Technical Bug,High,0
TKT-019026,CUST-07206,2026-06-23,Onboarding,Medium,3
TKT-019027,CUST-03962,2025-09-26,Feature Request,High,0
TKT-019028,CUST-00778,2026-01-24,Technical Bug,Medium,0
TKT-019029,CUST-00665,2025-09-05,Onboarding,Low,0
TKT-019030,CUST-02563,2026-05-15,Technical Bug,Urgent,0
TKT-019031,CUST-07090,2025-12-20,Billing,Low,7
TKT-019032,CUST-09366,2026-03-13,Billing,Low,0
TKT-019033,CUST-06201,2026-06-13,Technical Bug,Low,0
TKT-019034,CUST-06764,2025-08-02,Billing,Low,1
TKT-019035,CUST-09574,2025-12-25,Billing,Low,0
TKT-019036,CUST-07776,2025-11-30,Billing,Low,1
TKT-019037,CUST-01970,2025-06-29,Onboarding,Low,1
TKT-019038,CUST-11997,2025-07-20,Technical Bug,High,1
TKT-019039,CUST-06545,2025-11-15,Onboarding,Medium,0
TKT-019040,CUST-03391,2025-12-29,Billing,Medium,2
TKT-019041,CUST-03320,2026-01-17,Technical Bug,Medium,0
TKT-019042,CUST-03427,2025-09-25,Billing,Medium,1
TKT-019043,CUST-03491,2026-05-01,Billing,Low,2
TKT-019044,CUST-00719,2025-12-17,Onboarding,High,0
TKT-019045,CUST-08425,2025-09-05,Feature Request,Medium,0
TKT-019046,CUST-08219,2025-07-15,Technical Bug,Low,0
TKT-019047,CUST-02600,2025-07-11,Onboarding,High,0
TKT-019048,CUST-01885,2026-06-07,Onboarding,Urgent,2
TKT-019049,CUST-01107,2025-09-15,Onboarding,Medium,1
TKT-019050,CUST-01786,2026-02-09,Technical Bug,Medium,0
TKT-019051,CUST-00053,2025-12-27,Technical Bug,Medium,5
TKT-019052,CUST-00146,2025-12-14,Feature Request,High,1
TKT-019053,CUST-06795,2026-06-12,Onboarding,Low,0
TKT-019054,CUST-02624,2026-06-01,Onboarding,Medium,0
TKT-019055,CUST-00527,2026-05-25,Billing,Medium,0
TKT-019056,CUST-05976,2026-03-07,Billing,Low,0
TKT-019057,CUST-01493,2025-08-16,Technical Bug,Low,2
TKT-019058,CUST-02908,2026-04-27,Feature Request,Low,1
TKT-019059,CUST-00289,2026-01-13,Feature Request,Medium,2
TKT-019060,CUST-04145,2026-04-02,Technical Bug,Medium,5
TKT-019061,CUST-00558,2025-12-03,Onboarding,Low,1
TKT-019062,CUST-09304,2025-09-10,Onboarding,Medium,0
TKT-019063,CUST-11175,2025-12-25,Billing,Medium,2
TKT-019064,CUST-00570,2025-09-16,Billing,Low,0
TKT-019065,CUST-11175,2026-06-08,Technical Bug,Medium,3
TKT-019066,CUST-03280,2026-06-19,Billing,Low,1
TKT-019067,CUST-05125,2026-05-04,Billing,High,1
TKT-019068,CUST-01102,2025-07-06,Technical Bug,Low,3
TKT-019069,CUST-09678,2026-01-05,Feature Request,Medium,2
TKT-019070,CUST-00115,2025-08-03,Onboarding,Medium,2
TKT-019071,CUST-07139,2026-06-23,Technical Bug,Low,0
TKT-019072,CUST-08465,2025-09-22,Feature Request,Medium,4
TKT-019073,CUST-00846,2026-02-03,Technical Bug,Low,1
TKT-019074,CUST-06562,2026-05-04,Technical Bug,Low,3
TKT-019075,CUST-02016,2025-07-22,Technical Bug,Medium,0
TKT-019076,CUST-02611,2025-12-24,Billing,Medium,6
TKT-019077,CUST-00670,2025-07-27,Feature Request,High,3
TKT-019078,CUST-05405,2026-03-01,Onboarding,Medium,4
TKT-019079,CUST-02078,2026-02-16,Onboarding,High,0
TKT-019080,CUST-07243,2025-08-08,Billing,Low,4
TKT-019081,CUST-06966,2026-03-06,Feature Request,High,3
TKT-019082,CUST-02894,2025-11-15,Billing,Medium,8
TKT-019083,CUST-05290,2026-05-02,Feature Request,High,2
TKT-019084,CUST-05639,2025-08-06,Feature Request,Medium,0
TKT-019085,CUST-00214,2025-11-18,Onboarding,Low,1
TKT-019086,CUST-06961,2026-03-22,Feature Request,Low,8
TKT-019087,CUST-06196,2026-03-30,Feature Request,High,1
TKT-019088,CUST-08970,2025-07-21,Feature Request,Low,1
TKT-019089,CUST-10995,2025-11-12,Billing,Low,1
TKT-019090,CUST-11721,2025-12-22,Feature Request,Medium,1
TKT-019091,CUST-01085,2026-01-21,Technical Bug,Low,0
TKT-019092,CUST-11653,2025-12-11,Billing,Medium,1
TKT-019093,CUST-11936,2025-09-08,Feature Request,Medium,1
TKT-019094,CUST-06427,2025-07-21,Feature Request,Low,0
TKT-019095,CUST-08526,2025-11-13,Billing,Medium,0
TKT-019096,CUST-08643,2025-08-15,Technical Bug,Low,0
TKT-019097,CUST-08592,2026-06-08,Technical Bug,Medium,4
TKT-019098,CUST-05177,2025-08-06,Feature Request,Medium,0
TKT-019099,CUST-01339,2026-01-29,Billing,Low,2
TKT-019100,CUST-06984,2025-07-20,Onboarding,Low,0
TKT-019101,CUST-07692,2026-02-14,Onboarding,Low,4
TKT-019102,CUST-10123,2025-06-26,Onboarding,Low,0
TKT-019103,CUST-08053,2025-12-22,Onboarding,Low,2
TKT-019104,CUST-08711,2025-12-24,Feature Request,High,3
TKT-019105,CUST-07540,2025-07-09,Onboarding,Medium,0
TKT-019106,CUST-10616,2025-09-28,Feature Request,High,1
TKT-019107,CUST-06503,2025-11-30,Feature Request,Medium,0
TKT-019108,CUST-04522,2025-08-17,Onboarding,Medium,0
TKT-019109,CUST-05663,2025-07-15,Technical Bug,Medium,5
TKT-019110,CUST-03705,2026-01-03,Feature Request,Low,1
TKT-019111,CUST-10561,2025-09-02,Technical Bug,Medium,1
TKT-019112,CUST-11065,2025-10-06,Technical Bug,Urgent,1
TKT-019113,CUST-11799,2026-05-25,Feature Request,Medium,0
TKT-019114,CUST-01835,2026-05-13,Technical Bug,Medium,0
TKT-019115,CUST-02563,2025-10-28,Billing,High,3
TKT-019116,CUST-10045,2025-11-24,Feature Request,Low,0
TKT-019117,CUST-01032,2025-11-25,Feature Request,Low,2
TKT-019118,CUST-04753,2026-06-07,Billing,Low,0
TKT-019119,CUST-01615,2025-11-14,Billing,Low,0
TKT-019120,CUST-07261,2026-05-11,Billing,Low,0
TKT-019121,CUST-03193,2026-06-06,Feature Request,Low,0
TKT-019122,CUST-01475,2025-09-04,Onboarding,Low,0
TKT-019123,CUST-03408,2026-02-22,Billing,Medium,9
TKT-019124,CUST-01986,2025-07-28,Feature Request,Low,2
TKT-019125,CUST-05323,2025-08-20,Onboarding,Low,2
TKT-019126,CUST-00718,2025-12-01,Billing,Medium,0
TKT-019127,CUST-00598,2025-11-08,Technical Bug,Low,1
TKT-019128,CUST-09598,2026-03-28,Billing,Medium,1
TKT-019129,CUST-02727,2025-08-07,Billing,Low,0
TKT-019130,CUST-04691,2026-06-16,Onboarding,Low,0
TKT-019131,CUST-11665,2026-03-03,Feature Request,Medium,2
TKT-019132,CUST-08116,2025-08-29,Feature Request,Low,0
TKT-019133,CUST-00517,2025-12-23,Billing,Medium,2
TKT-019134,CUST-01693,2026-04-15,Onboarding,Low,0
TKT-019135,CUST-00874,2026-06-16,Technical Bug,Medium,0
TKT-019136,CUST-04495,2026-04-03,Feature Request,Medium,4
TKT-019137,CUST-01435,2025-08-27,Onboarding,Low,0
TKT-019138,CUST-07952,2026-04-16,Billing,Low,0
TKT-019139,CUST-07880,2025-10-10,Feature Request,Medium,5
TKT-019140,CUST-11470,2025-09-29,Onboarding,Medium,0
TKT-019141,CUST-10796,2025-09-26,Technical Bug,Low,4
TKT-019142,CUST-02809,2025-09-17,Onboarding,Low,4
TKT-019143,CUST-02489,2025-08-13,Onboarding,Low,0
TKT-019144,CUST-07919,2025-10-17,Billing,Medium,0
TKT-019145,CUST-07188,2025-09-12,Technical Bug,Low,0
TKT-019146,CUST-03853,2026-01-02,Onboarding,Urgent,5
TKT-019147,CUST-08853,2025-07-12,Feature Request,High,0
TKT-019148,CUST-02897,2025-12-28,Feature Request,Low,1
TKT-019149,CUST-11020,2026-06-24,Technical Bug,Medium,1
TKT-019150,CUST-03067,2026-01-12,Onboarding,Low,0
TKT-019151,CUST-00374,2026-05-17,Technical Bug,Medium,0
TKT-019152,CUST-00967,2026-04-28,Feature Request,Medium,1
TKT-019153,CUST-11019,2025-12-17,Feature Request,High,0
TKT-019154,CUST-00199,2025-09-14,Technical Bug,Low,0
TKT-019155,CUST-04779,2025-09-23,Technical Bug,Medium,5
TKT-019156,CUST-08726,2026-01-20,Technical Bug,Low,0
TKT-019157,CUST-06394,2025-07-13,Feature Request,Medium,3
TKT-019158,CUST-05014,2025-10-05,Feature Request,High,2
TKT-019159,CUST-09595,2026-01-26,Technical Bug,Medium,2
TKT-019160,CUST-01625,2026-01-29,Technical Bug,Low,3
TKT-019161,CUST-11871,2025-12-23,Technical Bug,Low,0
TKT-019162,CUST-02976,2025-11-24,Billing,High,1
TKT-019163,CUST-05464,2026-03-25,Billing,Medium,2
TKT-019164,CUST-11006,2025-10-31,Technical Bug,Low,0
TKT-019165,CUST-07748,2025-12-05,Onboarding,Low,2
TKT-019166,CUST-06460,2026-04-24,Technical Bug,Low,0
TKT-019167,CUST-02864,2025-09-26,Onboarding,Low,4
TKT-019168,CUST-05743,2025-08-19,Onboarding,Medium,0
TKT-019169,CUST-06378,2025-10-28,Technical Bug,Low,3
TKT-019170,CUST-03375,2026-03-16,Billing,High,1
TKT-019171,CUST-07084,2025-09-17,Technical Bug,High,0
TKT-019172,CUST-05543,2025-12-01,Onboarding,Low,3
TKT-019173,CUST-00835,2025-07-26,Feature Request,High,5
TKT-019174,CUST-03367,2025-09-08,Onboarding,Low,1
TKT-019175,CUST-10411,2026-01-04,Technical Bug,Medium,0
TKT-019176,CUST-00828,2025-10-21,Onboarding,Low,0
TKT-019177,CUST-04441,2025-09-19,Billing,Low,0
TKT-019178,CUST-06391,2026-03-15,Feature Request,Medium,0
TKT-019179,CUST-11575,2025-10-23,Technical Bug,Medium,1
TKT-019180,CUST-05575,2026-02-21,Technical Bug,Low,2
TKT-019181,CUST-04926,2025-08-04,Technical Bug,Urgent,0
TKT-019182,CUST-05744,2025-11-27,Technical Bug,Medium,0
TKT-019183,CUST-03580,2025-12-24,Billing,Medium,1
TKT-019184,CUST-05146,2026-06-14,Billing,Medium,1
TKT-019185,CUST-07030,2025-08-28,Technical Bug,Medium,1
TKT-019186,CUST-04837,2026-05-08,Onboarding,High,0
TKT-019187,CUST-01107,2025-09-15,Onboarding,High,3
TKT-019188,CUST-03364,2025-12-11,Onboarding,Low,2
TKT-019189,CUST-11448,2026-03-16,Technical Bug,Low,1
TKT-019190,CUST-01109,2025-09-03,Billing,High,1
TKT-019191,CUST-02488,2026-05-15,Feature Request,Medium,0
TKT-019192,CUST-10957,2026-02-26,Feature Request,Low,1
TKT-019193,CUST-07303,2026-02-05,Technical Bug,High,0
TKT-019194,CUST-02417,2026-02-02,Onboarding,Medium,1
TKT-019195,CUST-00551,2025-08-30,Onboarding,Low,5
TKT-019196,CUST-02011,2026-01-29,Onboarding,Low,2
TKT-019197,CUST-11230,2026-04-23,Feature Request,Low,0
TKT-019198,CUST-03978,2026-06-19,Onboarding,Medium,0
TKT-019199,CUST-02393,2025-08-21,Onboarding,Low,4
TKT-019200,CUST-05559,2026-05-21,Feature Request,Low,0
TKT-019201,CUST-02652,2026-04-19,Billing,Low,2
TKT-019202,CUST-09899,2025-09-18,Feature Request,High,1
TKT-019203,CUST-09000,2026-05-19,Technical Bug,Medium,0
TKT-019204,CUST-07132,2026-02-26,Feature Request,Low,0
TKT-019205,CUST-00649,2026-05-04,Billing,Urgent,1
